,JALSH Index,JALSHTR Index,RESI20 Index,RESI20TR Index,INDI25 Index,INDI25TR Index,FINI15 Index,FINI15TR Index,FINDI30 Index,FIND30TR Index,JSHRAL Index,JSHRALTR Index
2002/05/17,11417.06,#N/A,23935.24,#N/A,7629.68,#N/A,3935.53,#N/A,10534.07,#N/A,#N/A,2214.8
2002/05/20,11464.87,#N/A,24188.41,#N/A,7617.13,#N/A,3934.27,#N/A,10526.75,#N/A,#N/A,2219.84
2002/05/21,11545.54,#N/A,24596.61,#N/A,7594.41,#N/A,3932.44,#N/A,10505.55,#N/A,#N/A,2231.92
2002/05/22,11669.67,#N/A,25167.6,#N/A,7632.13,#N/A,3904.55,#N/A,10508.66,#N/A,#N/A,2242.56
2002/05/23,11529.32,#N/A,24663.34,#N/A,7591.66,#N/A,3891.7,#N/A,10459.67,#N/A,#N/A,2224.23
2002/05/24,11591.46,#N/A,24895.39,#N/A,7579.73,#N/A,3906.73,#N/A,10467.23,#N/A,#N/A,2236.95
2002/05/27,11439.03,#N/A,24483.57,#N/A,7498.48,#N/A,3860.43,#N/A,10352.37,#N/A,#N/A,2204.85
2002/05/28,11392.9,#N/A,24424.09,#N/A,7455.51,#N/A,3837.94,#N/A,10295.21,#N/A,#N/A,2194.57
2002/05/29,11320.4,#N/A,24241.43,#N/A,7416.64,#N/A,3810.25,#N/A,10230.05,#N/A,#N/A,2186.2
2002/05/30,11152.29,#N/A,23639.42,#N/A,7394.85,#N/A,3768.21,#N/A,10156.73,#N/A,#N/A,2162.36
2002/05/31,11185.02,#N/A,23528.94,#N/A,7535.9,#N/A,3774.21,#N/A,10276.16,#N/A,#N/A,2160.94
2002/06/03,11380.84,1024.21,24137.32,#N/A,7620.94,#N/A,3810.13,#N/A,10388.45,#N/A,#N/A,2190.29
2002/06/04,11363.33,1022.63,24229.06,#N/A,7501.97,#N/A,3824.05,#N/A,10311.15,#N/A,#N/A,2189.4
2002/06/05,11264.87,1013.77,23586.77,#N/A,7539.91,#N/A,3883.44,#N/A,10404.77,#N/A,#N/A,2184.7
2002/06/06,11120.64,1000.79,23203.98,#N/A,7438.91,#N/A,3856.97,#N/A,10289.25,#N/A,#N/A,2161.97
2002/06/07,11045.79,994.05,23170.34,#N/A,7359.06,#N/A,3805.95,#N/A,10161.31,#N/A,#N/A,2148.98
2002/06/10,11009.73,991.02,22872.86,#N/A,7430.96,#N/A,3812.95,#N/A,10221.41,#N/A,#N/A,2145.14
2002/06/11,10967.16,987.19,22598.78,#N/A,7486.21,#N/A,3809.7,#N/A,10254.04,#N/A,#N/A,2133.42
2002/06/12,11106.33,999.76,23447.97,#N/A,7432.29,#N/A,3759.14,#N/A,10154.56,#N/A,#N/A,2146.42
2002/06/13,10920.76,983.05,22940.4,#N/A,7314.91,#N/A,3716.93,#N/A,10011.63,#N/A,#N/A,2116.44
2002/06/14,10897.51,980.96,22992.31,#N/A,7307.69,#N/A,3664.23,#N/A,9941.34,#N/A,#N/A,2112.02
2002/06/18,10871.77,978.64,22878.16,#N/A,7319.62,#N/A,3660.87,#N/A,9941.1,#N/A,#N/A,2107.49
2002/06/19,10833.61,975.22,22828.7,#N/A,7272.25,#N/A,3647.84,#N/A,9889.42,#N/A,#N/A,2094.61
2002/06/20,10853.81,977.13,23113.12,#N/A,7193.35,#N/A,3625.62,#N/A,9799.2,#N/A,#N/A,2093.91
2002/06/21,10815.08,972.31,23218.35,#N/A,7027.84,#N/A,3607.79,#N/A,9633.16,#N/A,#N/A,2080.49
2002/06/24,10801.33,971.08,23059.24,#N/A,7068.05,#N/A,3615.21,#N/A,9681.91,#N/A,#N/A,2085.1
2002/06/25,10668.3,959.12,22551.52,#N/A,7069.15,#N/A,3584.09,#N/A,9644.25,#N/A,#N/A,2065.82
2002/06/26,10464.51,940.8,22251.64,#N/A,6914.01,#N/A,3487.16,#N/A,9411.65,#N/A,#N/A,2019
2002/06/27,10549.2,948.41,22062.81,#N/A,7033.45,#N/A,3615.58,#N/A,9657.23,#N/A,#N/A,2041.26
2002/06/28,10657.73,958.17,22277.5,#N/A,7178.15,#N/A,3609.87,#N/A,9755.28,#N/A,#N/A,2058.83
2002/07/01,10618.2,956.15,22111.82,#N/A,7229.26,#N/A,3583.28,#N/A,9765.66,#N/A,#N/A,2050.83
2002/07/02,10591.83,953.78,22320,#N/A,7088.78,#N/A,3549.92,#N/A,9615.34,#N/A,#N/A,2042.41
2002/07/03,10327.02,929.93,21704.28,#N/A,6878.68,#N/A,3480.27,#N/A,9362.27,#N/A,#N/A,1998.73
2002/07/04,10405.2,936.97,21872.45,#N/A,6915.82,#N/A,3514.59,#N/A,9431.08,#N/A,#N/A,2009.52
2002/07/05,10538.31,948.96,22217.77,#N/A,6963.75,#N/A,3570.67,#N/A,9538.68,#N/A,#N/A,2032.26
2002/07/08,10620.49,956.62,22612.76,#N/A,6968.51,#N/A,3547,#N/A,9513.18,#N/A,#N/A,2042.21
2002/07/09,10512.95,946.93,22329.97,#N/A,6940.62,#N/A,3492.66,#N/A,9427.23,#N/A,#N/A,2021.99
2002/07/10,10313.45,928.96,21969.6,#N/A,6666.87,#N/A,3475.96,#N/A,9195.83,#N/A,#N/A,1989.94
2002/07/11,10222.28,920.75,21625.23,#N/A,6693.87,#N/A,3450.68,#N/A,9189.52,#N/A,#N/A,1974.96
2002/07/12,10161.44,915.27,21349.04,#N/A,6622.98,#N/A,3496.47,#N/A,9181.03,#N/A,#N/A,1983.04
2002/07/15,10167.66,915.87,21649.96,#N/A,6559.38,#N/A,3437.5,#N/A,9061.57,#N/A,#N/A,1979.78
2002/07/16,10194.7,918.31,21570.01,#N/A,6582.9,#N/A,3497.64,#N/A,9156.12,#N/A,#N/A,1987.34
2002/07/17,10284.38,926.38,21585.92,#N/A,6713.8,#N/A,3549.89,#N/A,9321.79,#N/A,#N/A,2005.74
2002/07/18,10358.54,933.07,21931.88,#N/A,6720.69,#N/A,3533.99,#N/A,9306.5,#N/A,#N/A,2011.84
2002/07/19,10219.67,920.56,21748.18,#N/A,6609.06,#N/A,3454.45,#N/A,9119.21,#N/A,#N/A,1982.69
2002/07/22,9920.12,893.64,21033.32,#N/A,6406.66,#N/A,3366.49,#N/A,8855.58,#N/A,#N/A,1925.34
2002/07/23,9637.61,868.19,20123.37,#N/A,6240.44,#N/A,3345.66,#N/A,8696.37,#N/A,#N/A,1886.9
2002/07/24,9393.53,846.2,19461.17,#N/A,6099.12,#N/A,3299.22,#N/A,8542.62,#N/A,#N/A,1849.05
2002/07/25,9618.51,866.47,20072.02,#N/A,6259.82,#N/A,3334.95,#N/A,8710.91,#N/A,#N/A,1884.32
2002/07/26,9468.89,852.99,19051.01,#N/A,6385.02,#N/A,3388.79,#N/A,8880.49,#N/A,#N/A,1873.94
2002/07/29,9382.98,845.25,18375.64,#N/A,6462.79,#N/A,3437.68,#N/A,8998.82,#N/A,#N/A,1865.5
2002/07/30,9536.7,859.1,19133.07,#N/A,6439.05,#N/A,3418.14,#N/A,8963.07,#N/A,#N/A,1880.5
2002/07/31,9239.02,832.29,18406.66,#N/A,6281.73,#N/A,3300.52,#N/A,8691.59,#N/A,#N/A,1826.53
2002/08/01,9216.3,830.24,18301.85,#N/A,6306.42,#N/A,3291.09,#N/A,8698.26,#N/A,#N/A,1820.65
2002/08/02,9019.81,812.54,17846.55,#N/A,6118.69,#N/A,3255.79,#N/A,8509.17,#N/A,#N/A,1792.25
2002/08/05,8871.2,799.15,17441.11,#N/A,6036.58,#N/A,3226.45,#N/A,8416.41,#N/A,#N/A,1769.76
2002/08/06,9052.7,815.5,17945.78,#N/A,6141.92,#N/A,3278.46,#N/A,8565.45,#N/A,#N/A,1796.56
2002/08/07,9191.65,828.02,18574.56,#N/A,6149.58,#N/A,3268.13,#N/A,8556.83,#N/A,#N/A,1814.17
2002/08/08,9272.59,835.31,18864.14,#N/A,6152.13,#N/A,3293.31,#N/A,8585.73,#N/A,#N/A,1833.67
2002/08/12,9306.15,838.78,19047.45,#N/A,6144.74,#N/A,3285.86,#N/A,8569.17,#N/A,#N/A,1837.29
2002/08/13,9399.62,847.21,19220.87,#N/A,6247.69,#N/A,3312.34,#N/A,8692.76,#N/A,#N/A,1851.78
2002/08/14,9309.78,839.11,18920.91,#N/A,6228.06,#N/A,3285.79,#N/A,8642.39,#N/A,#N/A,1846.76
2002/08/15,9469.73,853.52,19255.89,#N/A,6387.66,#N/A,3322.37,#N/A,8809.63,#N/A,#N/A,1870.76
2002/08/16,9437.7,850.64,19084.37,#N/A,6361.39,#N/A,3351.1,#N/A,8824.32,#N/A,#N/A,1869.84
2002/08/19,9447.86,853.23,19023.11,#N/A,6350.28,#N/A,3393.87,#N/A,8867.13,#N/A,#N/A,1873.01
2002/08/20,9489.13,856.95,19167.17,#N/A,6389.37,#N/A,3387.62,#N/A,8896.11,#N/A,#N/A,1870.47
2002/08/21,9682.41,874.41,19706.08,#N/A,6542.28,#N/A,3409.21,#N/A,9043.76,#N/A,#N/A,1898.45
2002/08/22,9809.99,885.93,19964.24,#N/A,6716.38,#N/A,3415.24,#N/A,9182.72,#N/A,#N/A,1920.7
2002/08/23,9802.42,885.25,20074.98,#N/A,6698.38,#N/A,3366.94,#N/A,9100.08,#N/A,#N/A,1919.09
2002/08/26,9601.78,867.96,19656.65,#N/A,6535.75,#N/A,3298.49,#N/A,8888.29,#N/A,#N/A,1885.95
2002/08/27,9796.34,885.55,20304.97,#N/A,6571.82,#N/A,3349.3,#N/A,8978.09,#N/A,#N/A,1918.78
2002/08/28,9709.28,877.68,20039.55,#N/A,6486.81,#N/A,3351.06,#N/A,8912.67,#N/A,#N/A,1913.89
2002/08/29,9660.23,873.24,19921.89,#N/A,6493.23,#N/A,3305.55,#N/A,8859.05,#N/A,#N/A,1901.09
2002/08/30,9677.26,874.78,20026.07,#N/A,6415.96,#N/A,3342.23,#N/A,8845.25,#N/A,#N/A,1912.19
2002/09/02,9748.42,881.91,20326.42,#N/A,6472.92,#N/A,3317.62,#N/A,8857.08,#N/A,#N/A,1922.83
2002/09/03,9561.74,865.02,19874.21,#N/A,6373.86,#N/A,3241.48,#N/A,8681.79,#N/A,#N/A,1889.55
2002/09/04,9498.04,859.26,19652.4,#N/A,6358.74,#N/A,3231.86,#N/A,8653.78,#N/A,#N/A,1881.2
2002/09/05,9412.7,851.54,19432.49,#N/A,6281.09,#N/A,3224.84,#N/A,8584.04,#N/A,#N/A,1874.34
2002/09/06,9540.1,863.06,19805.61,#N/A,6326.44,#N/A,3263.92,#N/A,8665.66,#N/A,#N/A,1897.1
2002/09/09,9662.58,874.59,20263.31,#N/A,6302.04,#N/A,3310.52,#N/A,8700.52,#N/A,#N/A,1923.06
2002/09/10,9867.32,893.12,20719.66,#N/A,6395.62,#N/A,3411.39,#N/A,8901.39,#N/A,#N/A,1959.06
2002/09/11,9941.54,899.84,20795.21,#N/A,6426.74,#N/A,3478.12,#N/A,9000.25,#N/A,#N/A,1978.33
2002/09/12,9788.11,885.96,20787.49,#N/A,6231.86,#N/A,3350.76,#N/A,8688.6,#N/A,#N/A,1947.46
2002/09/13,9683.91,876.52,20683.48,#N/A,6163.48,#N/A,3263.47,#N/A,8538.46,#N/A,#N/A,1923.5
2002/09/16,9774.16,886.64,20979.98,#N/A,6225.31,#N/A,3266.76,#N/A,8590.2,#N/A,#N/A,1941.87
2002/09/17,9745.15,884.01,20777.84,#N/A,6220.43,#N/A,3294.56,#N/A,8612.07,#N/A,#N/A,1940.82
2002/09/18,9582.1,869.22,20516.5,#N/A,6083.28,#N/A,3220.07,#N/A,8409.79,#N/A,#N/A,1909.78
2002/09/19,9451.4,857.36,20174.31,#N/A,6016.28,#N/A,3173.84,#N/A,8304.13,#N/A,#N/A,1889.13
2002/09/20,9546.52,866.47,20526.84,#N/A,6013.47,#N/A,3197.35,#N/A,8333.84,#N/A,#N/A,1908.41
2002/09/23,9482.83,860.69,20456.58,#N/A,5976.5,#N/A,3142.85,#N/A,8237.8,#N/A,#N/A,1900.68
2002/09/25,9418.15,854.82,20302.39,#N/A,5841.92,#N/A,3187.64,#N/A,8181.25,#N/A,#N/A,1896.98
2002/09/26,9555.15,867.26,20418.66,#N/A,5948.24,#N/A,3298.13,#N/A,8394.21,#N/A,#N/A,1917.01
2002/09/27,9640.9,875.04,20884.84,#N/A,5937.33,#N/A,3273.39,#N/A,8358.26,#N/A,#N/A,1922.72
2002/09/30,9465.33,861.29,20571.32,#N/A,5825.34,#N/A,3182.94,#N/A,8161.12,#N/A,#N/A,1894.86
2002/10/01,9525.11,866.73,20762.94,#N/A,5835.54,#N/A,3203.61,#N/A,8195.32,#N/A,#N/A,1902.67
2002/10/02,9530.81,867.25,20529.08,#N/A,5889.77,#N/A,3259.94,#N/A,8304.7,#N/A,#N/A,1903.45
2002/10/03,9501.2,864.56,20459.94,#N/A,5897.62,#N/A,3235.47,#N/A,8282.23,#N/A,#N/A,1898.73
2002/10/04,9531.48,867.31,20676.7,#N/A,5835.34,#N/A,3241.63,#N/A,8242.37,#N/A,#N/A,1906.27
2002/10/07,9284.19,846.01,20024.34,#N/A,5678.79,#N/A,3181.7,#N/A,8049.07,#N/A,#N/A,1870.65
2002/10/08,9306.09,848,19984.79,#N/A,5722.89,#N/A,3203.05,#N/A,8112.25,#N/A,#N/A,1869.33
2002/10/09,9190.89,837.5,19631.6,#N/A,5645.54,#N/A,3186.29,#N/A,8026.9,#N/A,#N/A,1855.96
2002/10/10,9119.28,830.98,19316.48,#N/A,5661.72,#N/A,3176.9,#N/A,8030.92,#N/A,#N/A,1845.76
2002/10/11,9398.87,856.46,20072.37,#N/A,5856.06,#N/A,3226.14,#N/A,8244.17,#N/A,#N/A,1889.22
2002/10/14,9428.02,859.92,20118.67,#N/A,5858.67,#N/A,3256,#N/A,8288.12,#N/A,#N/A,1904.43
2002/10/15,9694.31,884.21,20501.43,#N/A,6127.34,#N/A,3373.24,#N/A,8641.58,#N/A,#N/A,1949.64
2002/10/16,9566.91,872.58,20193.16,#N/A,6096.81,#N/A,3300.65,#N/A,8531.54,#N/A,#N/A,1918.93
2002/10/17,9615.84,877.05,20285.54,#N/A,6123.1,#N/A,3320.74,#N/A,8571.43,#N/A,#N/A,1928.59
2002/10/18,9602.86,875.86,20249.73,#N/A,6128.59,#N/A,3306,#N/A,8556.58,#N/A,#N/A,1925.07
2002/10/21,9577.89,873.84,19934.72,#N/A,6176.14,#N/A,3348.4,#N/A,8649.55,#N/A,#N/A,1925.53
2002/10/22,9737.6,888.41,20196.08,#N/A,6279.13,#N/A,3443.36,#N/A,8846.42,#N/A,#N/A,1954.4
2002/10/23,9718.44,886.66,20069.27,#N/A,6334.24,#N/A,3420.28,#N/A,8852.11,#N/A,#N/A,1954.83
2002/10/24,9778.14,892.11,20150.36,#N/A,6378.84,#N/A,3453.03,#N/A,8927.79,#N/A,#N/A,1970.38
2002/10/25,9617.89,877.49,19796.06,#N/A,6240,#N/A,3409.27,#N/A,8767.26,#N/A,#N/A,1944.99
2002/10/28,9580.94,874.81,19716.28,#N/A,6203.85,#N/A,3397.61,#N/A,8716.78,#N/A,#N/A,1941.54
2002/10/29,9331.28,852.02,19307.76,#N/A,6037.41,#N/A,3248.79,#N/A,8396.42,#N/A,#N/A,1894.04
2002/10/30,9330.63,851.96,19379.12,#N/A,5956.14,#N/A,3270.07,#N/A,8357.3,#N/A,#N/A,1896.01
2002/10/31,9376.23,856.12,19527.55,#N/A,5977.62,#N/A,3271.42,#N/A,8363.63,#N/A,#N/A,1908.48
2002/11/01,9636.27,879.86,20123.61,#N/A,6137.33,#N/A,3362.51,#N/A,8593.46,#N/A,#N/A,1959.32
2002/11/04,9561.81,873.07,19703.77,#N/A,6166.73,#N/A,3373.67,#N/A,8621.6,#N/A,#N/A,1949.68
2002/11/05,9628.84,879.19,20023.84,#N/A,6130.65,#N/A,3382.28,#N/A,8602.86,#N/A,#N/A,1957.25
2002/11/06,9644.28,880.6,20074.78,#N/A,6090.35,#N/A,3411.08,#N/A,8600.48,#N/A,#N/A,1965.18
2002/11/07,9716.7,887.21,20322.1,#N/A,6064.06,#N/A,3450,#N/A,8634.25,#N/A,#N/A,1976.6
2002/11/08,9656.97,881.75,19924.28,#N/A,6049.7,#N/A,3507.98,#N/A,8694.94,#N/A,#N/A,1975.81
2002/11/11,9660.96,883.27,19907.44,#N/A,6049.57,#N/A,3524.01,#N/A,8718.99,#N/A,#N/A,1981.61
2002/11/12,9660.7,883.25,19946.12,#N/A,6077.35,#N/A,3490.27,#N/A,8698.19,#N/A,#N/A,1979.39
2002/11/13,9643.75,881.7,20043.75,#N/A,6044.67,#N/A,3444.1,#N/A,8611.09,#N/A,#N/A,1971.29
2002/11/14,9680.85,885.09,19702.83,#N/A,6225.1,#N/A,3510.94,#N/A,8829.39,#N/A,#N/A,1984.15
2002/11/15,9697.44,886.61,19478.08,#N/A,6299.56,#N/A,3565.83,#N/A,8959.44,#N/A,#N/A,1994.15
2002/11/18,9840.41,899.83,19919.1,#N/A,6383.2,#N/A,3580.7,#N/A,9048.53,#N/A,#N/A,2017.37
2002/11/19,9747.56,891.34,19777.78,#N/A,6269.88,#N/A,3547.36,#N/A,8918.98,#N/A,#N/A,2002.73
2002/11/20,9740.75,890.71,19851.76,#N/A,6317,#N/A,3474.21,#N/A,8866.83,#N/A,#N/A,2001.2
2002/11/21,9805.21,896.61,19901.33,#N/A,6333.81,#N/A,3545.68,#N/A,8963.38,#N/A,#N/A,2012.77
2002/11/22,9726.04,889.37,19640.15,#N/A,6276.15,#N/A,3544.15,#N/A,8915.73,#N/A,#N/A,2001.52
2002/11/25,9492.86,868.07,18973.32,#N/A,6162.04,#N/A,3481.93,#N/A,8747.98,#N/A,#N/A,1963.39
2002/11/26,9239.13,844.87,18177.37,#N/A,6065.59,#N/A,3427.19,#N/A,8608.26,#N/A,#N/A,1916.92
2002/11/27,9367.78,856.63,18349.66,#N/A,6211.42,#N/A,3479.28,#N/A,8792.17,#N/A,#N/A,1943.62
2002/11/28,9478.68,866.78,18681.08,#N/A,6293.53,#N/A,3487.5,#N/A,8858.02,#N/A,#N/A,1959.18
2002/11/29,9563.74,874.55,18996.79,#N/A,6254.5,#N/A,3532.43,#N/A,8880.2,#N/A,#N/A,1970.93
2002/12/02,9632.01,881.37,19249.01,#N/A,6286.45,#N/A,3527.25,#N/A,8893.92,#N/A,#N/A,1980.12
2002/12/03,9562.89,875.05,19204.54,#N/A,6253.54,#N/A,3446.1,#N/A,8759.74,#N/A,#N/A,1964.81
2002/12/04,9529.02,871.95,19290.88,#N/A,6195.63,#N/A,3397.03,#N/A,8655.4,#N/A,#N/A,1954.89
2002/12/05,9421.18,862.08,19004.37,#N/A,6104.72,#N/A,3388.47,#N/A,8581,#N/A,#N/A,1935.87
2002/12/06,9326.54,853.42,18814.11,#N/A,6052.21,#N/A,3341.8,#N/A,8484.62,#N/A,#N/A,1915.8
2002/12/09,9346.86,855.83,18937.95,#N/A,6036.84,#N/A,3339.52,#N/A,8472.4,#N/A,#N/A,1923.44
2002/12/10,9142.61,837.13,18290.02,#N/A,5953.54,#N/A,3298.16,#N/A,8353.03,#N/A,#N/A,1893.71
2002/12/11,9066.1,830.13,17989.37,#N/A,5943.5,#N/A,3290.58,#N/A,8332.94,#N/A,#N/A,1880.94
2002/12/12,9053.32,828.96,18103.15,#N/A,5902.34,#N/A,3253.23,#N/A,8257.45,#N/A,#N/A,1872.68
2002/12/13,9083.83,831.84,18344.09,#N/A,5858.22,#N/A,3240.45,#N/A,8211.66,#N/A,#N/A,1873.24
2002/12/17,9505.93,870.49,19539.19,#N/A,6061.47,#N/A,3358.32,#N/A,8520.12,#N/A,#N/A,1946.68
2002/12/18,9490.6,869.09,19426.86,#N/A,6070.18,#N/A,3362.6,#N/A,8523.55,#N/A,#N/A,1946.22
2002/12/19,9442.28,864.73,19419.38,#N/A,6032.78,#N/A,3316.98,#N/A,8450.2,#N/A,#N/A,1936.78
2002/12/20,9343.35,855.67,19083.91,#N/A,5979.09,#N/A,3311.07,#N/A,8396.23,#N/A,#N/A,1924.22
2002/12/23,9383.01,859.3,19310.88,#N/A,5985.42,#N/A,3290.78,#N/A,8377.14,#N/A,#N/A,1930.29
2002/12/24,9362.29,857.4,19212.35,#N/A,6008.14,#N/A,3275.59,#N/A,8373.44,#N/A,#N/A,1925.67
2002/12/27,9399.08,860.82,19457.64,#N/A,5985.07,#N/A,3262.88,#N/A,8333.65,#N/A,#N/A,1930.93
2002/12/30,9358.9,857.14,19327.87,#N/A,5954.72,#N/A,3266.36,#N/A,8314.99,#N/A,#N/A,1928.6
2002/12/31,9277.22,849.66,19085.08,#N/A,5910.45,#N/A,3245.36,#N/A,8249.96,#N/A,#N/A,1914.09
2003/01/02,9266.88,848.71,19049.2,#N/A,5887.88,#N/A,3256.93,#N/A,8245.12,#N/A,#N/A,1913.03
2003/01/03,9343.92,855.76,19123.72,#N/A,5987.18,#N/A,3287.44,#N/A,8363.5,#N/A,#N/A,1928.62
2003/01/06,9303.75,853.06,19045.11,#N/A,5944.28,#N/A,3276.91,#N/A,8318.28,#N/A,#N/A,1929.35
2003/01/07,9381.08,860.15,19161.45,#N/A,5987.18,#N/A,3329.27,#N/A,8417.93,#N/A,#N/A,1943.78
2003/01/08,9378.54,859.92,19219.68,#N/A,5962.23,#N/A,3316.03,#N/A,8385.48,#N/A,#N/A,1942.26
2003/01/09,9347.73,857.09,19147.88,#N/A,5945.78,#N/A,3296.89,#N/A,8347.97,#N/A,#N/A,1940.84
2003/01/10,9308.98,853.54,18985.87,#N/A,5913.82,#N/A,3311.6,#N/A,8336.43,#N/A,#N/A,1936.26
2003/01/13,9503.6,871.97,19578.51,#N/A,6023.65,#N/A,3343.1,#N/A,8466.82,#N/A,#N/A,1968.63
2003/01/14,9579.52,878.94,19651.69,#N/A,6076.09,#N/A,3403.23,#N/A,8586.12,#N/A,#N/A,1981.88
2003/01/15,9529.76,874.37,19543,#N/A,6010.19,#N/A,3399.51,#N/A,8521.74,#N/A,#N/A,1978.99
2003/01/16,9468.53,868.76,19493.26,#N/A,5997.12,#N/A,3325.56,#N/A,8419.46,#N/A,#N/A,1962.19
2003/01/17,9488.42,870.58,19766.86,#N/A,5902.55,#N/A,3315.04,#N/A,8331.57,#N/A,#N/A,1963.55
2003/01/20,9485.48,870.49,19641.64,#N/A,5948.42,#N/A,3328.92,#N/A,8385.56,#N/A,#N/A,1966.91
2003/01/21,9504.19,872.21,19696.83,#N/A,5974.95,#N/A,3319.81,#N/A,8398.29,#N/A,#N/A,1964.85
2003/01/22,9445.88,866.85,19714.8,#N/A,5889.47,#N/A,3271.58,#N/A,8269.24,#N/A,#N/A,1953.45
2003/01/23,9304.52,853.88,19384.97,#N/A,5799.38,#N/A,3221.08,#N/A,8140.1,#N/A,#N/A,1926.72
2003/01/24,9210.57,845.26,19224.04,#N/A,5732.93,#N/A,3170.39,#N/A,8026.55,#N/A,#N/A,1906.93
2003/01/27,9038.54,829.48,18883.8,#N/A,5610.81,#N/A,3106.11,#N/A,7856.99,#N/A,#N/A,1875.14
2003/01/28,9009.33,826.8,18787.37,#N/A,5593.18,#N/A,3109.54,#N/A,7849.95,#N/A,#N/A,1869.07
2003/01/29,8953.23,821.65,18542.65,#N/A,5610.06,#N/A,3105.21,#N/A,7864,#N/A,#N/A,1859.51
2003/01/30,8932.92,819.79,18210.82,#N/A,5670.41,#N/A,3152.62,#N/A,7969.29,#N/A,#N/A,1864.58
2003/01/31,8798.35,807.44,17845.93,#N/A,5540.53,#N/A,3143.08,#N/A,7852.33,#N/A,#N/A,1842.92
2003/02/03,8858.64,812.97,18011.73,#N/A,5560.58,#N/A,3173.58,#N/A,7903.5,#N/A,#N/A,1853.59
2003/02/04,8774.28,805.23,17945.35,#N/A,5426.89,#N/A,3144.32,#N/A,7757.94,#N/A,#N/A,1836.6
2003/02/05,8869.23,813.94,18243.89,#N/A,5463.44,#N/A,3172.31,#N/A,7823.49,#N/A,#N/A,1850.46
2003/02/06,8819.7,809.39,18122.16,#N/A,5407.93,#N/A,3172.73,#N/A,7782.66,#N/A,#N/A,1844.05
2003/02/07,8806.33,808.17,18131.7,#N/A,5386.38,#N/A,3161.31,#N/A,7754.04,#N/A,#N/A,1836.78
2003/02/10,8769.34,805,18012.37,#N/A,5389.4,#N/A,3145.02,#N/A,7734.21,#N/A,#N/A,1831.06
2003/02/11,8770.11,805.07,17967.07,#N/A,5400.68,#N/A,3155.02,#N/A,7757.46,#N/A,#N/A,1832.03
2003/02/12,8689.19,797.64,17741.72,#N/A,5330.05,#N/A,3148.94,#N/A,7695.65,#N/A,#N/A,1818.04
2003/02/13,8551.38,784.99,17345.86,#N/A,5283.91,#N/A,3099.72,#N/A,7596.54,#N/A,#N/A,1793.34
2003/02/14,8596.97,789.18,17476.67,#N/A,5300.35,#N/A,3117.97,#N/A,7636.59,#N/A,#N/A,1800.22
2003/02/17,8679.34,797.77,17637.43,#N/A,5359.68,#N/A,3153.64,#N/A,7729.95,#N/A,#N/A,1816.57
2003/02/18,8639.15,794.08,17516.83,#N/A,5345.84,#N/A,3143.2,#N/A,7714.16,#N/A,#N/A,1808.06
2003/02/19,8570.8,787.79,17463.33,#N/A,5277.29,#N/A,3100.23,#N/A,7613.65,#N/A,#N/A,1791.49
2003/02/20,8426.53,774.53,17073.25,#N/A,5193.69,#N/A,3065.52,#N/A,7497.36,#N/A,#N/A,1769.22
2003/02/21,8497.34,781.04,17255.35,#N/A,5235.97,#N/A,3086.57,#N/A,7554.84,#N/A,#N/A,1784.34
2003/02/24,8543.51,785.68,17421.34,#N/A,5263.54,#N/A,3077.52,#N/A,7561.39,#N/A,#N/A,1793.74
2003/02/25,8390.84,771.64,16986.72,#N/A,5179.12,#N/A,3041.22,#N/A,7450.14,#N/A,#N/A,1765.33
2003/02/26,8276.59,761.13,16700.95,#N/A,5117.97,#N/A,3001.36,#N/A,7346.49,#N/A,#N/A,1742.5
2003/02/27,8303.92,763.64,16858.31,#N/A,5109.48,#N/A,2998.39,#N/A,7332.28,#N/A,#N/A,1747.11
2003/02/28,8402.09,772.67,17194.36,#N/A,5169.89,#N/A,2998.68,#N/A,7383.8,#N/A,#N/A,1759.07
2003/03/03,8423.99,775.22,17227.44,#N/A,5190.24,#N/A,3009.39,#N/A,7418.37,#N/A,#N/A,1762.81
2003/03/04,8317.58,765.43,16983.32,#N/A,5119.16,#N/A,2974.51,#N/A,7328.25,#N/A,#N/A,1740.54
2003/03/05,8190.79,753.76,16708.06,#N/A,5039.06,#N/A,2931.08,#N/A,7222.9,#N/A,#N/A,1715.01
2003/03/06,8134.38,748.57,16618.33,#N/A,4983.34,#N/A,2914.14,#N/A,7160.87,#N/A,#N/A,1704.9
2003/03/07,7973.71,733.78,16257.98,#N/A,4861.9,#N/A,2868.27,#N/A,7010.12,#N/A,#N/A,1676.53
2003/03/10,7853.26,725.93,15865.56,#N/A,4795.04,#N/A,2863.81,#N/A,6955.57,#N/A,#N/A,1658.95
2003/03/11,7766.04,717.87,15488.25,#N/A,4792.91,#N/A,2873.52,#N/A,6975.65,#N/A,#N/A,1644.5
2003/03/12,7769.65,718.2,15531.31,#N/A,4800.95,#N/A,2858.48,#N/A,6962.64,#N/A,#N/A,1640.92
2003/03/13,7977.99,737.46,16242.8,#N/A,4892.64,#N/A,2880.29,#N/A,7060.79,#N/A,#N/A,1672.89
2003/03/14,8081.24,747.23,16594.78,#N/A,4933.42,#N/A,2891.81,#N/A,7099.31,#N/A,#N/A,1689.99
2003/03/17,8047.78,744.13,16737.64,#N/A,4876.08,#N/A,2828.05,#N/A,6975.81,#N/A,#N/A,1676.79
