,JALSH Index,JALSHTR Index,RESI20 Index,RESI20TR Index,INDI25 Index,INDI25TR Index,FINI15 Index,FINI15TR Index,FINDI30 Index,FIND30TR Index,JSHRAL Index,JSHRALTR Index
2009/09/08,25226.16,2819.36,46033.39,2271.59,19576.21,3074.41,6948.17,2687.57,23271.03,2910.29,5297.05,6798.14
2009/09/09,25085.92,2803.69,45444.68,2242.54,19622.38,3081.66,6918.89,2676.25,23225.14,2904.55,5284.2,6781.64
2009/09/10,25315.86,2829.39,46138.87,2276.8,19716.31,3096.41,6956.62,2690.84,23317.41,2916.09,5319.62,6827.1
2009/09/11,25567.39,2857.5,46980.37,2318.32,19742.25,3100.49,6985.05,2701.84,23314.01,2915.67,5376.06,6899.53
2009/09/14,25164.26,2818.09,46181.97,2281.15,19494.32,3067.54,6839.17,2658.79,22968.99,2881.63,5285.9,6799.37
2009/09/15,25217.56,2824.06,46178.5,2280.98,19614.3,3086.41,6838.26,2658.43,23071.61,2894.51,5306.39,6825.74
2009/09/16,25578.75,2864.51,47022.01,2322.65,19847.56,3123.12,6926.56,2692.76,23342.12,2928.45,5375.2,6914.25
2009/09/17,25920.77,2902.81,47209.89,2331.93,20227.44,3182.9,7120.98,2768.34,23867.13,2994.31,5456.28,7018.54
2009/09/18,25792.05,2889.52,46500.99,2297.24,20253.1,3187.67,7132.91,2772.98,23889.7,2997.14,5444.24,7007.09
2009/09/21,25340.64,2838.95,45307.45,2238.28,19943.13,3138.88,7088.81,2755.84,23612.14,2962.32,5367.82,6908.73
2009/09/22,25456.11,2851.88,45500.84,2247.83,19975.71,3144.01,7170.86,2787.74,23712.49,2974.91,5389.16,6936.19
2009/09/23,25362.93,2841.44,45500.96,2247.84,19961.03,3141.7,7024.87,2730.98,23508.14,2949.27,5368.91,6910.14
2009/09/25,24944.83,2794.6,43989.37,2173.16,19831.32,3121.28,7001,2721.7,23352.13,2929.7,5312.46,6837.47
2009/09/28,24993.96,2800.74,44164.86,2181.83,19801.5,3116.59,7034.59,2736.32,23379.37,2933.77,5317.33,6845.33
2009/09/29,24855.11,2785.18,43944.1,2170.93,19740.34,3106.96,6927.55,2694.68,23202.14,2911.53,5280.13,6797.44
2009/09/30,24910.85,2791.42,43897.75,2168.64,19798.57,3116.13,6970.4,2711.35,23317.98,2926.07,5285.87,6804.83
2009/10/01,24966.87,2797.7,43728.61,2160.28,20051.76,3155.98,6963.42,2708.63,23506.7,2949.75,5307.41,6832.56
2009/10/02,24519.76,2747.6,42526.42,2100.89,19953.61,3140.53,6801.72,2645.73,23256.07,2918.3,5215.35,6714.04
2009/10/05,24661.53,2763.54,43334.1,2140.82,19822.4,3119.88,6804.12,2646.67,23145.2,2904.38,5240.26,6746.25
2009/10/06,25019.72,2803.67,44556.47,2201.21,19820.94,3119.65,6893.15,2681.3,23236.12,2915.79,5292.14,6813.05
2009/10/07,25298.97,2834.97,45175.62,2231.8,20050.26,3155.74,6950.5,2703.61,23480.79,2946.5,5344.38,6880.29
2009/10/08,25528.4,2860.68,45840.51,2264.65,20216.87,3181.96,6945.99,2701.85,23588.25,2959.98,5381.53,6928.12
2009/10/09,25380.05,2844.05,45378.39,2241.82,20109.31,3165.04,6950.05,2703.43,23487.99,2947.4,5353.41,6891.93
2009/10/12,25630.16,2877.25,45576.34,2257.54,20360.51,3207.48,7068.45,2756.05,23815.82,2991.09,5415.18,6987.06
2009/10/13,25670.29,2881.76,45636.97,2260.54,20278.88,3194.62,7156.87,2790.53,23894.13,3000.92,5422.35,6996.31
2009/10/14,26056.41,2925.1,46550.71,2305.8,20395.62,3213.01,7336.13,2860.43,24223.25,3042.26,5483.96,7075.8
2009/10/15,26182.65,2939.27,46521.72,2304.36,20710.22,3262.58,7364.45,2871.47,24524.51,3080.09,5503.8,7101.41
2009/10/16,25997.65,2918.5,46335.86,2295.16,20489.22,3227.76,7281.16,2838.99,24260.64,3046.95,5452.03,7034.61
2009/10/19,26425.06,2966.61,47463.78,2351.03,20734.06,3266.33,7364.15,2871.35,24538.98,3081.91,5524.13,7128.11
2009/10/20,26444.03,2968.74,47698.98,2362.68,20688.29,3259.12,7356.39,2868.32,24503.87,3077.5,5522.68,7126.23
2009/10/21,26564.65,2982.28,47624.16,2358.97,20825.49,3280.73,7462.42,2909.67,24778.16,3111.95,5550.03,7161.52
2009/10/22,26731.89,3001.06,48193,2387.15,20965.34,3302.76,7422.68,2894.17,24823.62,3117.66,5586.67,7208.8
2009/10/23,26802.07,3008.94,48524.81,2403.58,20977,3304.6,7380.17,2877.6,24770.26,3110.96,5592.65,7216.51
2009/10/26,26910.08,3021.06,49026.9,2428.45,21041.96,3314.83,7321.7,2854.8,24725.09,3105.28,5598.34,7223.85
2009/10/27,26518.72,2977.13,47911.02,2373.18,20776.76,3273.06,7296.23,2844.87,24506.51,3077.83,5525.3,7129.61
2009/10/28,26056.48,2925.24,46674.86,2311.95,20565.22,3239.73,7185.53,2801.71,24207.36,3040.26,5445.07,7026.08
2009/10/29,26549.41,2980.57,47862.16,2370.76,20752.18,3269.18,7376.54,2876.18,24565.48,3085.24,5529.28,7134.74
2009/10/30,26360.55,2959.37,47056.27,2330.84,20844.98,3283.8,7305.73,2848.57,24533.52,3081.22,5507.76,7106.97
2009/11/02,26112.73,2931.57,47012.82,2328.69,20546.96,3236.86,7151.57,2788.46,24130.68,3030.63,5428.38,7004.61
2009/11/03,25755.6,2891.47,46455.28,2301.07,20224.03,3185.98,7044.96,2746.9,23757.24,2983.73,5359.34,6915.51
2009/11/04,25924.5,2910.43,47227.2,2339.31,20284.17,3195.46,7006.6,2731.94,23748.05,2982.57,5378.17,6939.81
2009/11/05,25897.8,2907.44,46923.58,2324.27,20381.19,3210.74,7037.21,2743.87,23883.08,2999.53,5376.88,6938.15
2009/11/06,25933.45,2911.44,47320.16,2343.91,20413.47,3215.83,6931.58,2702.69,23776.06,2986.09,5373.22,6933.43
2009/11/09,26345.01,2957.66,48372.21,#N/A,20466.64,#N/A,7118.37,#N/A,24046.04,#N/A,5445.78,7027.14
2009/11/10,26375.93,2961.14,48290.27,2391.97,20414.77,3216.03,7221,2815.54,24108.87,3027.89,5465.29,7052.31
2009/11/11,26662.54,2993.31,48968.07,2425.54,20588.28,3243.36,7294.35,2844.14,24312.55,3053.47,5519.26,7121.96
2009/11/12,26687.98,2996.17,48824.1,2418.41,20734.95,3266.47,7304.84,2848.23,24446.63,3070.31,5525.1,7129.49
2009/11/13,26695.24,2996.98,48695.75,2412.05,20861.87,3286.46,7293.77,2843.91,24551.76,3083.52,5516.49,7118.38
2009/11/16,27104.29,3043.53,50043.83,2478.82,20955.25,3301.18,7367.79,2874.2,24710.26,3104.01,5571.66,7191.83
2009/11/17,27246.4,3059.49,50536.62,2503.23,21046.38,3315.53,7349.91,2867.22,24771.69,3111.73,5594.26,7221
2009/11/18,27210.64,3055.47,50345.72,2493.78,21088.56,3322.18,7330.12,2859.5,24767.37,3111.19,5588.21,7213.2
2009/11/19,27059.21,3038.47,49700.57,2461.82,21159.42,3333.34,7302.42,2848.69,24798.2,3115.06,5564.83,7183.02
2009/11/20,26929.25,3023.88,49502.02,2451.99,21082.93,3321.29,7248.96,2827.84,24670.18,3098.98,5536.9,7146.96
2009/11/23,27423.47,3079.44,50808.29,2516.69,21363.23,3365.45,7335.53,2861.61,24991.81,3139.38,5623.48,7258.97
2009/11/24,27377.54,3074.28,50508.31,2501.83,21358.74,3364.74,7368.49,2874.47,25032.48,3144.49,5622.37,7257.53
2009/11/25,27489.24,3086.82,51133.5,2532.8,21332.54,3360.61,7351.35,2867.78,25005.61,3141.12,5630.5,7268.02
2009/11/26,27025.61,3034.76,50175.57,2485.35,21007.75,3309.45,7210.09,2812.67,24598.48,3089.97,5542.57,7154.52
2009/11/27,26808.74,3010.41,49711.11,2462.34,20824.66,3280.6,7177.4,2799.92,24421.27,3067.71,5499.87,7099.4
2009/11/30,26894.74,3022.43,49828.92,2468.18,20939.18,3304.51,7193.21,2806.09,24542.56,3086.84,5526.25,7139.32
2009/12/01,27277.5,3065.45,50909.8,2521.72,21156.3,3338.78,7243.48,2825.7,24745.68,3112.39,5596.5,7230.07
2009/12/02,27429.76,3082.56,51671.12,2559.43,21058.17,3323.29,7262.08,2832.96,24692.66,3105.72,5608.26,7245.27
2009/12/03,27314.09,3069.56,51315.85,2541.83,20992.86,3312.98,7257.03,2830.99,24636.28,3098.63,5588.16,7219.3
2009/12/04,27390.31,3078.13,51398.75,2545.94,21212.11,3347.58,7229.22,2820.14,24784.96,3117.33,5600.94,7235.8
2009/12/07,27144.49,3051.38,50456.83,2499.28,21224.96,3350.09,7204.95,2813.99,24783.71,3118.76,5580.68,7212.3
2009/12/08,26990.92,3034.11,49851.16,2469.28,21200.46,3346.23,7207.42,2814.96,24749.93,3114.51,5557.19,7181.95
2009/12/09,26730.06,3004.79,49499.47,2451.86,20889.39,3297.13,7146.58,2791.19,24445.94,3076.26,5503.53,7112.6
2009/12/10,26901.28,3024.04,49717.95,2462.68,21011.27,3316.37,7249.41,2831.36,24648.06,3101.69,5550.98,7173.92
2009/12/11,27108.89,3048.09,49963.38,2474.84,21248.08,3353.74,7296.11,2853.26,24889.57,3133.62,5597.46,7236.61
2009/12/14,27240.75,3062.92,50313.33,2492.17,21293.46,3360.91,7336.28,2868.97,24951.41,3141.41,5625.87,7273.34
2009/12/15,27098.45,3046.92,50023.48,2477.82,21187.71,3344.21,7282.17,2847.8,24805.6,3123.05,5584.59,7219.97
2009/12/17,27130.01,3050.47,49723.28,2462.95,21327.47,3366.27,7333.59,2867.91,24983.34,3145.43,5612.41,7255.93
2009/12/18,27346,3074.75,50560.23,2504.4,21415.55,3380.18,7321.53,2863.2,25028.32,3151.09,5639.77,7291.3
2009/12/21,27495.42,3091.55,50997.61,2526.07,21454.2,3386.28,7366.51,2880.79,25130,3163.89,5656.48,7312.91
2009/12/22,27621.93,3105.78,51155.58,2533.89,21571.02,3404.72,7396.28,2892.43,25251.33,3179.17,5694.79,7362.44
2009/12/23,27607.92,3104.2,51112.49,2531.76,21599.12,3409.15,7349.05,2873.96,25200.33,3172.75,5705.84,7376.73
2009/12/24,27580.22,3101.09,51111.51,2531.71,21488.98,3391.77,7377.52,2885.1,25146.39,3165.96,5700.37,7369.65
2009/12/28,27888.91,3135.8,51744.03,2563.04,21773.56,3436.68,7430.78,2905.92,25431.64,3201.87,5766.5,7455.15
2009/12/29,27655.21,3109.52,51208.58,2536.52,21608.99,3410.71,7354.39,2876.05,25209.8,3173.94,5720.61,7395.82
2009/12/30,27475.25,3089.29,50742.13,2513.41,21451.09,3385.79,7328.86,2866.06,25042.36,3152.86,5687.01,7352.38
2009/12/31,27666.45,3110.79,51084.41,2530.37,21617.21,3412.01,7382.24,2886.94,25230.27,3176.52,5735.23,7414.72
2010/01/04,27895.19,3136.86,52173.21,2584.3,21608.17,3410.58,7379.32,2885.8,25215.09,3174.61,5756.99,7444.12
2010/01/05,27998.87,3148.51,52478.31,2599.41,21466.21,3388.17,7496.06,2931.45,25239.32,3177.66,5784.94,7480.27
2010/01/06,28080.36,3157.68,52917.66,2621.17,21445.09,3384.84,7472.23,2922.13,25179.33,3170.1,5785.28,7480.71
2010/01/07,28017.81,3150.64,52948.09,2622.68,21312.18,3363.86,7460.38,2917.5,25079.91,3157.58,5757.68,7445.02
2010/01/08,28266.54,3178.61,53581.58,2654.06,21530.62,3398.34,7466.86,2920.03,25248.31,3178.79,5800.34,7500.18
2010/01/11,28346.78,3189.3,54585.27,2703.78,21292.16,3364.32,7412.35,2898.71,25022.44,3151.1,5798.07,7503.05
2010/01/12,28057.68,3156.77,53567.14,2653.34,21178.81,3346.41,7419.82,2901.64,24956.05,3142.74,5752.73,7444.37
2010/01/13,28067,3157.82,53276.57,2638.95,21364.12,3375.69,7433.5,2906.99,25158.62,3168.25,5763.48,7458.29
2010/01/14,28141.8,3166.24,53458.1,2647.94,21384.94,3378.98,7455.83,2915.72,25175.14,3170.33,5768.61,7464.93
2010/01/15,27929.22,3142.32,52736.55,2612.2,21308.7,3366.93,7418.44,2901.1,25071.46,3157.27,5738.79,7426.34
2010/01/18,28099.7,3161.93,53219.08,2636.1,21393.66,3380.36,7461.24,2917.83,25197.43,3173.14,5760.87,7456.45
2010/01/19,28086.66,3160.46,53227.54,2636.52,21321.46,3368.95,7485.26,2927.23,25175.74,3170.4,5762.03,7457.95
2010/01/20,27901.74,3139.65,52097.36,2580.54,21312.95,3367.6,7583.11,2965.49,25288.98,3184.66,5758.73,7453.68
